nme_product,nme_target_scientific,nme_target,nme_crop,num_applic_dosage_min,num_applic_dosage_max,dsc_unit_mesure,dsc_applic_period,num_grace_period,,,,,,,,,,,,,,,
Basagran® 60,Cyperus esculentus,Cípero,Césped,2.4,4,l/ha,Aplicar a partir de la 2da hoja de las gramíneas. Para controlar el cyperus spp se puede aplicar hasta 6,4 l/ha. ,,,,,,,,,,,,,,,
Basagran® 60,Cyperus esculentus,Cípero,Pastura,0.4,0.8,l/ha*,* Ver el marbete para acceder a todas las dosis y recomendaciones.Para control de 2-5 cm de diámetro.,,,,,,,,,,,,,,,,
Basagran® 60,Cyperus esculentus,Cípero,Poroto,1.6,0,L/ha,Aplicar a partir de la 2ª hoja compuesta del cultivo.,,,,,,,,,,,,,,,,
Basagran® 60,Cyperus esculentus,Cípero,Maíz,1.6,0,L/ha,Aplicar a partir de la 2ª-3ª hoja del cultivo.,,,,,,,,,,,,,,,,
Basagran® 60,Cyperus esculentus,Cípero,Espárrago,1.6,0,L/ha,Aplicar en cultivos establecidos cuando las malezas tengan 3-4 hojas. Se puede aplicar en las siguientes variedades: argentouil (violeta) y palmeto (blanco).,,,,,,,,,,,,,,,,
Basagran® 60,Cyperus esculentus,Cípero,Frutales,1.6,2.4,L/ha,Si en las aplicaciones se llega a mojar el tronco, no afecta al cultivo. No rociar el follaje del cultivo. ,,,,,,,,,,,,,,,
Basagran® 60,Xanthium spp.,Abrojos,Arroz,1.4,0,L/ha+450cc MCPA+4L propanil*,* Ver el marbete para acceder a todas las dosis y recomendaciones. Para el control de ciperáceas y malezas de hoja ancha con 5-8 hojas de desarrollo (sin gramíneas).,,,,,,,,,,,,,,,,
Basagran® 60,Xanthium spp.,Abrojos,Maní,1.6,0,L/ha*,* Ver el marbete para acceder a todas las dosis y recomendaciones. Aplicar a partir de la 1ª-3ª hoja verdadera del cultivo. Para el control de Abrojo grande, Cepa caballo, Enredadera anula, Malva u Oreja de gato, Mostacilla, Mostaza salvaje, Nabo, Nabón, Quínoa, Santa María, Verdolaga, Yuyo colorado, Zapallito amargo, Bejuco o Porotillo.,,,
Basagran® 60,Xanthium spp.,Abrojos,Soja,1,0,L/ha*,* Ver el marbete para acceder a todas las dosis y recomendaciones. ,,,,,,,,,,,,,,,,
Basagran® 60,Xanthium spp.,Abrojos,Maíz,1.6,0,l/ha,Aplicar a partir de la 2ª-3ª hoja del cultivo.,,,,,,,,,,,,,,,,
Basagran® 60,Xanthium spp.,Abrojos,Espárrago,1.6,0,l/ha,Aplicar en cultivos establecidos cuando las malezas tengan 3-4 hojas. Se puede aplicar en las siguientes variedades: argentouil (violeta) y palmeto (blanco).,,,,,,,,,,,,,,,,
Basagran® 60,Xanthium spp.,Abrojos,Frutales,1.6,2.4,l/ha,Si en las aplicaciones se llega a mojar el tronco, no afecta al cultivo. No rociar el follaje del cultivo.,,,,,,,,,,,,,,,
Basagran® 60,Xanthium spp.,Abrojos,Arveja,1.6,0,l/ha*,* Ver el marbete para acceder a todas las dosis y recomendaciones. ,,,,,,,,,,,,,,,,
Basagran® 60,Xanthium spp.,Abrojos,Papa,1.2,0,L/ha*,* Ver el marbete para acceder a todas las dosis y recomendaciones. Aplicar a partir de la 1ª hoja verdadera del cultivo hasta floración. Para malezas como Nabo, Nabón, Chamico y Mostacilla, hasta el estado de 4ª hoja. ,,,,,,,,,,,,,
Basagran® 60,Xanthium spp.,Abrojos,Cebolla,1.6,2.4,L/ha,Aplicar a partir de la 3ª hoja.,,,,,,,,,,,,,,,,
Basagran® 60,Xanthium spp.,Abrojos,Lino,1.6,0,L/ha,Cuando el cultivo tenga 10cm de altura.,,,,,,,,,,,,,,,,
Basagran® 60,Xanthium spp.,Abrojos,Césped,2.4,4,l/ha,Aplicar a partir de la 2da hoja de las gramíneas. Para controlar el cyperus spp se puede aplicar hasta 6,4 l/ha.,,,,,,,,,,,,,,,
Basagran® 60,Xanthium spp.,Abrojos,Pastura,0.4,0.8,l/ha*,* Ver el marbete para acceder a todas las dosis y recomendaciones. Para control de 2-5 cm de diámetro.,,,,,,,,,,,,,,,,
Basagran® 60,Xanthium spp.,Abrojos,Poroto,1.6,0,l/ha,Aplicar a partir de la 2ª hoja compuesta del cultivo.,,,,,,,,,,,,,,,,
Basagran® 60,Sida spinosa,Afata hembra,Arroz,1.4,0,L/ha+450cc MCPA+4L propanil*,* Ver el marbete para acceder a todas las dosis y recomendaciones. Para el control de ciperáceas y malezas de hoja ancha con 5-8 hojas de desarrollo (sin gramíneas).,,,,,,,,,,,,,,,,
Basagran® 60,Sida spinosa,Afata hembra,Maní,1.6,0,L/ha*,* Ver el marbete para acceder a todas las dosis y recomendaciones. Aplicar a partir de la 1ª-3ª hoja verdadera del cultivo. Para el control de Abrojo grande, Cepa caballo, Enredadera anula, Malva u Oreja de gato, Mostacilla, Mostaza salvaje, Nabo, Nabón, Quínoa, Santa María, Verdolaga, Yuyo colorado, Zapallito amargo, Bejuco o Porotillo.,,,
Basagran® 60,Sida spinosa,Afata hembra,Soja,1,0,L/ha*,* Ver el marbete para acceder a todas las dosis y recomendaciones. ,,,,,,,,,,,,,,,,
Basagran® 60,Sida spinosa,Afata hembra,Papa,1.2,0,L/ha*,* Ver el marbete para acceder a todas las dosis y recomendaciones. Aplicar a partir de la 1ª hoja verdadera del cultivo hasta floración. Para malezas como Nabo, Nabón, Chamico y Mostacilla, hasta el estado de 4ª hoja. ,,,,,,,,,,,,,
Basagran® 60,Sida spinosa,Afata hembra,Cebolla,1.6,2.4,L/ha,Aplicar a partir de la 3ª hoja.,,,,,,,,,,,,,,,,
Basagran® 60,Sida spinosa,Afata hembra,Lino,1.6,0,L/ha,Cuando el cultivo tenga 10cm de altura.,,,,,,,,,,,,,,,,
Basagran® 60,Sida spinosa,Afata hembra,Arveja,1.6,0,l/ha*,* Ver el marbete para acceder a todas las dosis y recomendaciones. ,,,,,,,,,,,,,,,,
Basagran® 60,Sida spinosa,Afata hembra,Césped,2.4,4,l/ha,Aplicar a partir de la 2da hoja de las gramíneas. Para controlar el cyperus spp se puede aplicar hasta 6,4 l/ha.,,,,,,,,,,,,,,,
Basagran® 60,Sida spinosa,Afata hembra,Pastura,0.4,0.8,l/ha*,* Ver el marbete para acceder a todas las dosis y recomendaciones. Para control de 2-5 cm de diámetro.,,,,,,,,,,,,,,,,
Basagran® 60,Sida spinosa,Afata hembra,Poroto,1.6,0,l/ha,Aplicar a partir de la 2ª hoja compuesta del cultivo.,,,,,,,,,,,,,,,,
Basagran® 60,Sida spinosa,Afata hembra,Maíz,1.6,0,l/ha,Aplicar a partir de la 2ª-3ª hoja del cultivo.,,,,,,,,,,,,,,,,
Basagran® 60,Sida spinosa,Afata hembra,Espárrago,1.6,0,l/ha,Aplicar en cultivos establecidos cuando las malezas tengan 3-4 hojas. Se puede aplicar en las siguientes variedades: argentouil (violeta) y palmeto (blanco).,,,,,,,,,,,,,,,,
Basagran® 60,Sida spinosa,Afata hembra,Frutales,1.6,2.4,l/ha,Si en las aplicaciones se llega a mojar el tronco, no afecta al cultivo. No rociar el follaje del cultivo.,,,,,,,,,,,,,,,
Basagran® 60,Geranium spp.,Alfilerillo,Arroz,1.4,0,L/ha+450cc MCPA+4L propanil*,* Ver el marbete para acceder a todas las dosis y recomendaciones. Para el control de ciperáceas y malezas de hoja ancha con 5-8 hojas de desarrollo (sin gramíneas).,,,,,,,,,,,,,,,,
Basagran® 60,Geranium spp.,Alfilerillo,Maní,1.6,0,L/ha*,* Ver el marbete para acceder a todas las dosis y recomendaciones. Aplicar a partir de la 1ª-3ª hoja verdadera del cultivo. Para el control de Abrojo grande, Cepa caballo, Enredadera anula, Malva u Oreja de gato, Mostacilla, Mostaza salvaje, Nabo, Nabón, Quínoa, Santa María, Verdolaga, Yuyo colorado, Zapallito amargo, Bejuco o Porotillo.,,,
Basagran® 60,Geranium spp.,Alfilerillo,Soja,1,0,L/ha*,* Ver el marbete para acceder a todas las dosis y recomendaciones. ,,,,,,,,,,,,,,,,
Basagran® 60,Geranium spp.,Alfilerillo,Papa,1.2,0,L/ha*,* Ver el marbete para acceder a todas las dosis y recomendaciones. Aplicar a partir de la 1ª hoja verdadera del cultivo hasta floración. Para malezas como Nabo, Nabón, Chamico y Mostacilla, hasta el estado de 4ª hoja. ,,,,,,,,,,,,,
Basagran® 60,Geranium spp.,Alfilerillo,Cebolla,1.6,2.4,L/ha,Aplicar a partir de la 3ª hoja.,,,,,,,,,,,,,,,,
Basagran® 60,Geranium spp.,Alfilerillo,Lino,1.6,0,L/ha,Cuando el cultivo tenga 10cm de altura.,,,,,,,,,,,,,,,,
Basagran® 60,Geranium spp.,Alfilerillo,Arveja,1.6,0,l/ha*,* Ver el marbete para acceder a todas las dosis y recomendaciones. ,,,,,,,,,,,,,,,,
Basagran® 60,Geranium spp.,Alfilerillo,Césped,2.4,4,l/ha,Aplicar a partir de la 2da hoja de las gramíneas. Para controlar el cyperus spp se puede aplicar hasta 6,4 l/ha.,,,,,,,,,,,,,,,
Basagran® 60,Geranium spp.,Alfilerillo,Pastura,0.4,0.8,l/ha*,* Ver el marbete para acceder a todas las dosis y recomendaciones. Para control de 2-5 cm de diámetro.,,,,,,,,,,,,,,,,
Basagran® 60,Geranium spp.,Alfilerillo,Poroto,1.6,0,l/ha,Aplicar a partir de la 2ª hoja compuesta del cultivo.,,,,,,,,,,,,,,,,
Basagran® 60,Geranium spp.,Alfilerillo,Maíz,1.6,0,l/ha,Aplicar a partir de la 2ª-3ª hoja del cultivo.,,,,,,,,,,,,,,,,
Basagran® 60,Geranium spp.,Alfilerillo,Espárrago,1.6,0,l/ha,Aplicar en cultivos establecidos cuando las malezas tengan 3-4 hojas. Se puede aplicar en las siguientes variedades: argentouil (violeta) y palmeto (blanco).,,,,,,,,,,,,,,,,
Basagran® 60,Geranium spp.,Alfilerillo,Frutales,1.6,2.4,l/ha,Si en las aplicaciones se llega a mojar el tronco, no afecta al cultivo. No rociar el follaje del cultivo.,,,,,,,,,,,,,,,
Basagran® 60,Anagallis arvensis,Anagallis,Arroz,1.4,0,L/ha+450cc MCPA+4L propanil*,* Ver el marbete para acceder a todas las dosis y recomendaciones. Para el control de ciperáceas y malezas de hoja ancha con 5-8 hojas de desarrollo (sin gramíneas).,,,,,,,,,,,,,,,,
Basagran® 60,Anagallis arvensis,Anagallis,Maní,1.6,0,L/ha*,* Ver el marbete para acceder a todas las dosis y recomendaciones. Aplicar a partir de la 1ª-3ª hoja verdadera del cultivo. Para el control de Abrojo grande, Cepa caballo, Enredadera anula, Malva u Oreja de gato, Mostacilla, Mostaza salvaje, Nabo, Nabón, Quínoa, Santa María, Verdolaga, Yuyo colorado, Zapallito amargo, Bejuco o Porotillo.,,,
Basagran® 60,Anagallis arvensis,Anagallis,Soja,1,0,L/ha*,* Ver el marbete para acceder a todas las dosis y recomendaciones. ,,,,,,,,,,,,,,,,
Basagran® 60,Anagallis arvensis,Anagallis,Papa,1.2,0,L/ha*,* Ver el marbete para acceder a todas las dosis y recomendaciones. Aplicar a partir de la 1ª hoja verdadera del cultivo hasta floración. Para malezas como Nabo, Nabón, Chamico y Mostacilla, hasta el estado de 4ª hoja. ,,,,,,,,,,,,,
Basagran® 60,Anagallis arvensis,Anagallis,Cebolla,1.6,2.4,L/ha,Aplicar a partir de la 3ª hoja.,,,,,,,,,,,,,,,,
Basagran® 60,Anagallis arvensis,Anagallis,Lino,1.6,0,L/ha,Cuando el cultivo tenga 10cm de altura.,,,,,,,,,,,,,,,,
Basagran® 60,Anagallis arvensis,Anagallis,Arveja,1.6,0,l/ha*,* Ver el marbete para acceder a todas las dosis y recomendaciones. ,,,,,,,,,,,,,,,,
Basagran® 60,Anagallis arvensis,Anagallis,Césped,2.4,4,l/ha,Aplicar a partir de la 2da hoja de las gramíneas. Para controlar el cyperus spp se puede aplicar hasta 6,4 l/ha.,,,,,,,,,,,,,,,
Basagran® 60,Anagallis arvensis,Anagallis,Pastura,0.4,0.8,l/ha*,* Ver el marbete para acceder a todas las dosis y recomendaciones. Para control de 2-5 cm de diámetro.,,,,,,,,,,,,,,,,
Basagran® 60,Anagallis arvensis,Anagallis,Poroto,1.6,0,l/ha,Aplicar a partir de la 2ª hoja compuesta del cultivo.,,,,,,,,,,,,,,,,
Basagran® 60,Anagallis arvensis,Anagallis,Maíz,1.6,0,l/ha,Aplicar a partir de la 2ª-3ª hoja del cultivo.,,,,,,,,,,,,,,,,
Basagran® 60,Anagallis arvensis,Anagallis,Espárrago,1.6,0,l/ha,Aplicar en cultivos establecidos cuando las malezas tengan 3-4 hojas. Se puede aplicar en las siguientes variedades: argentouil (violeta) y palmeto (blanco).,,,,,,,,,,,,,,,,
Basagran® 60,Anagallis arvensis,Anagallis,Frutales,1.6,2.4,l/ha,Si en las aplicaciones se llega a mojar el tronco, no afecta al cultivo. No rociar el follaje del cultivo.,,,,,,,,,,,,,,,
Basagran® 60,Artemisia vulgaris,Artemisia,Arroz,1.4,0,L/ha+450cc MCPA+4L propanil*,* Ver el marbete para acceder a todas las dosis y recomendaciones. Para el control de ciperáceas y malezas de hoja ancha con 5-8 hojas de desarrollo (sin gramíneas).,,,,,,,,,,,,,,,,
Basagran® 60,Artemisia vulgaris,Artemisia,Maní,1.6,0,L/ha*,* Ver el marbete para acceder a todas las dosis y recomendaciones. Aplicar a partir de la 1ª-3ª hoja verdadera del cultivo. Para el control de Abrojo grande, Cepa caballo, Enredadera anula, Malva u Oreja de gato, Mostacilla, Mostaza salvaje, Nabo, Nabón, Quínoa, Santa María, Verdolaga, Yuyo colorado, Zapallito amargo, Bejuco o Porotillo.,,,
Basagran® 60,Artemisia vulgaris,Artemisia,Soja,1,0,L/ha*,* Ver el marbete para acceder a todas las dosis y recomendaciones. ,,,,,,,,,,,,,,,,
Basagran® 60,Artemisia vulgaris,Artemisia,Papa,1.2,0,L/ha*,* Ver el marbete para acceder a todas las dosis y recomendaciones. Aplicar a partir de la 1ª hoja verdadera del cultivo hasta floración. Para malezas como Nabo, Nabón, Chamico y Mostacilla, hasta el estado de 4ª hoja. ,,,,,,,,,,,,,
Basagran® 60,Artemisia vulgaris,Artemisia,Cebolla,1.6,2.4,L/ha,Aplicar a partir de la 3ª hoja.,,,,,,,,,,,,,,,,
Basagran® 60,Artemisia vulgaris,Artemisia,Lino,1.6,0,L/ha,Cuando el cultivo tenga 10cm de altura.,,,,,,,,,,,,,,,,
Basagran® 60,Artemisia vulgaris,Artemisia,Arveja,1.6,0,l/ha*,* Ver el marbete para acceder a todas las dosis y recomendaciones. ,,,,,,,,,,,,,,,,
Basagran® 60,Artemisia vulgaris,Artemisia,Césped,2.4,4,l/ha,Aplicar a partir de la 2da hoja de las gramíneas. Para controlar el cyperus spp se puede aplicar hasta 6,4 l/ha.,,,,,,,,,,,,,,,
Basagran® 60,Artemisia vulgaris,Artemisia,Pastura,0.4,0.8,l/ha*,* Ver el marbete para acceder a todas las dosis y recomendaciones. Para control de 2-5 cm de diámetro.,,,,,,,,,,,,,,,,
Basagran® 60,Artemisia vulgaris,Artemisia,Poroto,1.6,0,l/ha,Aplicar a partir de la 2ª hoja compuesta del cultivo.,,,,,,,,,,,,,,,,
Basagran® 60,Artemisia vulgaris,Artemisia,Maíz,1.6,0,l/ha,Aplicar a partir de la 2ª-3ª hoja del cultivo.,,,,,,,,,,,,,,,,
Basagran® 60,Artemisia vulgaris,Artemisia,Espárrago,1.6,0,l/ha,Aplicar en cultivos establecidos cuando las malezas tengan 3-4 hojas. Se puede aplicar en las siguientes variedades: argentouil (violeta) y palmeto (blanco).,,,,,,,,,,,,,,,,
Basagran® 60,Artemisia vulgaris,Artemisia,Frutales,1.6,2.4,l/ha,Si en las aplicaciones se llega a mojar el tronco, no afecta al cultivo. No rociar el follaje del cultivo.,,,,,,,,,,,,,,,
Basagran® 60,Centaurea cyanus,Azulejo,Arroz,1.4,0,L/ha+450cc MCPA+4L propanil*,* Ver el marbete para acceder a todas las dosis y recomendaciones. Para el control de ciperáceas y malezas de hoja ancha con 5-8 hojas de desarrollo (sin gramíneas).,,,,,,,,,,,,,,,,
Basagran® 60,Centaurea cyanus,Azulejo,Maní,1.6,0,L/ha*,* Ver el marbete para acceder a todas las dosis y recomendaciones. Aplicar a partir de la 1ª-3ª hoja verdadera del cultivo. Para el control de Abrojo grande, Cepa caballo, Enredadera anula, Malva u Oreja de gato, Mostacilla, Mostaza salvaje, Nabo, Nabón, Quínoa, Santa María, Verdolaga, Yuyo colorado, Zapallito amargo, Bejuco o Porotillo.,,,
Basagran® 60,Centaurea cyanus,Azulejo,Soja,1,0,L/ha*,* Ver el marbete para acceder a todas las dosis y recomendaciones. ,,,,,,,,,,,,,,,,
Basagran® 60,Centaurea cyanus,Azulejo,Papa,1.2,0,L/ha*,* Ver el marbete para acceder a todas las dosis y recomendaciones. Aplicar a partir de la 1ª hoja verdadera del cultivo hasta floración. Para malezas como Nabo, Nabón, Chamico y Mostacilla, hasta el estado de 4ª hoja. ,,,,,,,,,,,,,
Basagran® 60,Centaurea cyanus,Azulejo,Espárrago,1.6,0,l/ha,Aplicar en cultivos establecidos cuando las malezas tengan 3-4 hojas. Se puede aplicar en las siguientes variedades: argentouil (violeta) y palmeto (blanco).,,,,,,,,,,,,,,,,
Basagran® 60,Centaurea cyanus,Azulejo,Frutales,1.6,2.4,l/ha,Si en las aplicaciones se llega a mojar el tronco, no afecta al cultivo. No rociar el follaje del cultivo.,,,,,,,,,,,,,,,
Basagran® 60,Centaurea cyanus,Azulejo,Arveja,1.6,0,l/ha*,* Ver el marbete para acceder a todas las dosis y recomendaciones. ,,,,,,,,,,,,,,,,
Basagran® 60,Centaurea cyanus,Azulejo,Cebolla,1.6,2.4,L/ha,Aplicar a partir de la 3ª hoja.,,,,,,,,,,,,,,,,
Basagran® 60,Centaurea cyanus,Azulejo,Lino,1.6,0,L/ha,Cuando el cultivo tenga 10cm de altura.,,,,,,,,,,,,,,,,
Basagran® 60,Centaurea cyanus,Azulejo,Césped,2.4,4,l/ha,Aplicar a partir de la 2da hoja de las gramíneas. Para controlar el cyperus spp se puede aplicar hasta 6,4 l/ha.,,,,,,,,,,,,,,,
Basagran® 60,Centaurea cyanus,Azulejo,Pastura,0.4,0.8,l/ha*,* Ver el marbete para acceder a todas las dosis y recomendaciones. Para control de 2-5 cm de diámetro.,,,,,,,,,,,,,,,,
Basagran® 60,Centaurea cyanus,Azulejo,Poroto,1.6,0,l/ha,Aplicar a partir de la 2ª hoja compuesta del cultivo.,,,,,,,,,,,,,,,,
Basagran® 60,Centaurea cyanus,Azulejo,Maíz,1.6,0,l/ha,Aplicar a partir de la 2ª-3ª hoja del cultivo.,,,,,,,,,,,,,,,,
Basagran® 60,Atriplex spp.,Cachiyuyo,Espárrago,1.6,0,l/ha,Aplicar en cultivos establecidos cuando las malezas tengan 3-4 hojas. Se puede aplicar en las siguientes variedades: argentouil (violeta) y palmeto (blanco).,,,,,,,,,,,,,,,,
Basagran® 60,Atriplex spp.,Cachiyuyo,Frutales,1.6,2.4,l/ha,Si en las aplicaciones se llega a mojar el tronco, no afecta al cultivo. No rociar el follaje del cultivo.,,,,,,,,,,,,,,,
Basagran® 60,Atriplex spp.,Cachiyuyo,Arveja,1.6,0,l/ha*,* Ver el marbete para acceder a todas las dosis y recomendaciones. ,,,,,,,,,,,,,,,,
Basagran® 60,Atriplex spp.,Cachiyuyo,Cebolla,1.6,2.4,L/ha,Aplicar a partir de la 3ª hoja.,,,,,,,,,,,,,,,,
Basagran® 60,Atriplex spp.,Cachiyuyo,Lino,1.6,0,L/ha,Cuando el cultivo tenga 10cm de altura.,,,,,,,,,,,,,,,,
Basagran® 60,Atriplex spp.,Cachiyuyo,Césped,2.4,4,l/ha,Aplicar a partir de la 2da hoja de las gramíneas. Para controlar el cyperus spp se puede aplicar hasta 6,4 l/ha.,,,,,,,,,,,,,,,
Basagran® 60,Atriplex spp.,Cachiyuyo,Pastura,0.4,0.8,l/ha*,* Ver el marbete para acceder a todas las dosis y recomendaciones. Para control de 2-5 cm de diámetro.,,,,,,,,,,,,,,,,
Basagran® 60,Atriplex spp.,Cachiyuyo,Poroto,1.6,0,l/ha,Aplicar a partir de la 2ª hoja compuesta del cultivo.,,,,,,,,,,,,,,,,
Basagran® 60,Atriplex spp.,Cachiyuyo,Maíz,1.6,0,l/ha,Aplicar a partir de la 2ª-3ª hoja del cultivo.,,,,,,,,,,,,,,,,
Basagran® 60,Atriplex spp.,Cachiyuyo,Arroz,1.4,0,L/ha+450cc MCPA+4L propanil*,* Ver el marbete para acceder a todas las dosis y recomendaciones. Para el control de ciperáceas y malezas de hoja ancha con 5-8 hojas de desarrollo (sin gramíneas).,,,,,,,,,,,,,,,,
Basagran® 60,Atriplex spp.,Cachiyuyo,Maní,1.6,0,L/ha*,* Ver el marbete para acceder a todas las dosis y recomendaciones. Aplicar a partir de la 1ª-3ª hoja verdadera del cultivo. Para el control de Abrojo grande, Cepa caballo, Enredadera anula, Malva u Oreja de gato, Mostacilla, Mostaza salvaje, Nabo, Nabón, Quínoa, Santa María, Verdolaga, Yuyo colorado, Zapallito amargo, Bejuco o Porotillo.,,,
Basagran® 60,Atriplex spp.,Cachiyuyo,Soja,1,0,L/ha*,* Ver el marbete para acceder a todas las dosis y recomendaciones. ,,,,,,,,,,,,,,,,
Basagran® 60,Atriplex spp.,Cachiyuyo,Papa,1.2,0,L/ha*,* Ver el marbete para acceder a todas las dosis y recomendaciones. Aplicar a partir de la 1ª hoja verdadera del cultivo hasta floración. Para malezas como Nabo, Nabón, Chamico y Mostacilla, hasta el estado de 4ª hoja. ,,,,,,,,,,,,,
Basagran® 60,Shkuhria pinnata,Canchalagua,Arroz,1.4,0,L/ha+450cc MCPA+4L propanil*,* Ver el marbete para acceder a todas las dosis y recomendaciones. Para el control de ciperáceas y malezas de hoja ancha con 5-8 hojas de desarrollo (sin gramíneas).,,,,,,,,,,,,,,,,
Basagran® 60,Shkuhria pinnata,Canchalagua,Maní,1.6,0,L/ha*,* Ver el marbete para acceder a todas las dosis y recomendaciones. Aplicar a partir de la 1ª-3ª hoja verdadera del cultivo. Para el control de Abrojo grande, Cepa caballo, Enredadera anula, Malva u Oreja de gato, Mostacilla, Mostaza salvaje, Nabo, Nabón, Quínoa, Santa María, Verdolaga, Yuyo colorado, Zapallito amargo, Bejuco o Porotillo.,,,
Basagran® 60,Shkuhria pinnata,Canchalagua,Soja,1,0,L/ha*,* Ver el marbete para acceder a todas las dosis y recomendaciones. ,,,,,,,,,,,,,,,,
Basagran® 60,Shkuhria pinnata,Canchalagua,Papa,1.2,0,L/ha*,* Ver el marbete para acceder a todas las dosis y recomendaciones. Aplicar a partir de la 1ª hoja verdadera del cultivo hasta floración. Para malezas como Nabo, Nabón, Chamico y Mostacilla, hasta el estado de 4ª hoja. ,,,,,,,,,,,,,
Basagran® 60,Shkuhria pinnata,Canchalagua,Cebolla,1.6,2.4,L/ha,Aplicar a partir de la 3ª hoja.,,,,,,,,,,,,,,,,
Basagran® 60,Shkuhria pinnata,Canchalagua,Frutales,1.6,2.4,l/ha,Si en las aplicaciones se llega a mojar el tronco, no afecta al cultivo. No rociar el follaje del cultivo.,,,,,,,,,,,,,,,
Basagran® 60,Shkuhria pinnata,Canchalagua,Arveja,1.6,0,l/ha*,* Ver el marbete para acceder a todas las dosis y recomendaciones. ,,,,,,,,,,,,,,,,
Basagran® 60,Shkuhria pinnata,Canchalagua,Lino,1.6,0,L/ha,Cuando el cultivo tenga 10cm de altura.,,,,,,,,,,,,,,,,
Basagran® 60,Shkuhria pinnata,Canchalagua,Césped,2.4,4,l/ha,Aplicar a partir de la 2da hoja de las gramíneas. Para controlar el cyperus spp se puede aplicar hasta 6,4 l/ha.,,,,,,,,,,,,,,,
Basagran® 60,Shkuhria pinnata,Canchalagua,Pastura,0.4,0.8,l/ha*,* Ver el marbete para acceder a todas las dosis y recomendaciones. Para control de 2-5 cm de diámetro.,,,,,,,,,,,,,,,,
Basagran® 60,Shkuhria pinnata,Canchalagua,Poroto,1.6,0,l/ha,Aplicar a partir de la 2ª hoja compuesta del cultivo.,,,,,,,,,,,,,,,,
Basagran® 60,Shkuhria pinnata,Canchalagua,Maíz,1.6,0,l/ha,Aplicar a partir de la 2ª-3ª hoja del cultivo.,,,,,,,,,,,,,,,,
Basagran® 60,Shkuhria pinnata,Canchalagua,Espárrago,1.6,0,l/ha,Aplicar en cultivos establecidos cuando las malezas tengan 3-4 hojas. Se puede aplicar en las siguientes variedades: argentouil (violeta) y palmeto (blanco).,,,,,,,,,,,,,,,,
Basagran® 60,Ammania sp.,Ceibalillo,Arroz,1.4,0,L/ha+450cc MCPA+4L propanil*,* Ver el marbete para acceder a todas las dosis y recomendaciones. Para el control de ciperáceas y malezas de hoja ancha con 5-8 hojas de desarrollo (sin gramíneas).,,,,,,,,,,,,,,,,
Basagran® 60,Ammania sp.,Ceibalillo,Maní,1.6,0,L/ha*,* Ver el marbete para acceder a todas las dosis y recomendaciones. Aplicar a partir de la 1ª-3ª hoja verdadera del cultivo. Para el control de Abrojo grande, Cepa caballo, Enredadera anula, Malva u Oreja de gato, Mostacilla, Mostaza salvaje, Nabo, Nabón, Quínoa, Santa María, Verdolaga, Yuyo colorado, Zapallito amargo, Bejuco o Porotillo.,,,
Basagran® 60,Ammania sp.,Ceibalillo,Soja,1,0,L/ha*,* Ver el marbete para acceder a todas las dosis y recomendaciones. ,,,,,,,,,,,,,,,,
Basagran® 60,Ammania sp.,Ceibalillo,Papa,1.2,0,L/ha*,* Ver el marbete para acceder a todas las dosis y recomendaciones. Aplicar a partir de la 1ª hoja verdadera del cultivo hasta floración. Para malezas como Nabo, Nabón, Chamico y Mostacilla, hasta el estado de 4ª hoja. ,,,,,,,,,,,,,
Basagran® 60,Ammania sp.,Ceibalillo,Cebolla,1.6,2.4,L/ha,Aplicar a partir de la 3ª hoja.,,,,,,,,,,,,,,,,
Basagran® 60,Ammania sp.,Ceibalillo,Lino,1.6,0,L/ha,Cuando el cultivo tenga 10cm de altura.,,,,,,,,,,,,,,,,
Basagran® 60,Ammania sp.,Ceibalillo,Arveja,1.6,0,l/ha*,* Ver el marbete para acceder a todas las dosis y recomendaciones. ,,,,,,,,,,,,,,,,
Basagran® 60,Ammania sp.,Ceibalillo,Césped,2.4,4,l/ha,Aplicar a partir de la 2da hoja de las gramíneas. Para controlar el cyperus spp se puede aplicar hasta 6,4 l/ha.,,,,,,,,,,,,,,,
Basagran® 60,Ammania sp.,Ceibalillo,Pastura,0.4,0.8,l/ha*,* Ver el marbete para acceder a todas las dosis y recomendaciones. Para control de 2-5 cm de diámetro.,,,,,,,,,,,,,,,,
Basagran® 60,Ammania sp.,Ceibalillo,Poroto,1.6,0,l/ha,Aplicar a partir de la 2ª hoja compuesta del cultivo.,,,,,,,,,,,,,,,,
Basagran® 60,Ammania sp.,Ceibalillo,Maíz,1.6,0,l/ha,Aplicar a partir de la 2ª-3ª hoja del cultivo.,,,,,,,,,,,,,,,,
Basagran® 60,Ammania sp.,Ceibalillo,Espárrago,1.6,0,l/ha,Aplicar en cultivos establecidos cuando las malezas tengan 3-4 hojas. Se puede aplicar en las siguientes variedades: argentouil (violeta) y palmeto (blanco).,,,,,,,,,,,,,,,,
Basagran® 60,Ammania sp.,Ceibalillo,Frutales,1.6,2.4,l/ha,Si en las aplicaciones se llega a mojar el tronco, no afecta al cultivo. No rociar el follaje del cultivo.,,,,,,,,,,,,,,,
